DrugID	drugname	code	level	l1	l2	l3	l4
DB11521	Imidocarb	NA	NA	NA	NA	NA	NA
DB11522	Isoflupredone	NA	NA	NA	NA	NA	NA
DB11525	Maduramicin	NA	NA	NA	NA	NA	NA
DB11526	Masitinib	L01XE22	antineoplastic and immunomodulating agents;antineoplastic agents;other antineoplastic agents;protein kinase inhibitors	antineoplastic and immunomodulating agents	antineoplastic agents	other antineoplastic agents	protein kinase inhibitors
DB11528	Melarsomine	NA	NA	NA	NA	NA	NA
DB11529	Melengestrol	NA	NA	NA	NA	NA	NA
DB11530	Metoserpate	NA	NA	NA	NA	NA	NA
DB11531	Milbemycin oxime	NA	NA	NA	NA	NA	NA
DB11534	Butyl chloride	NA	NA	NA	NA	NA	NA
DB11537	Pirlimycin	NA	NA	NA	NA	NA	NA
DB11540	Propiopromazine	NA	NA	NA	NA	NA	NA
DB11541	Ractopamine	NA	NA	NA	NA	NA	NA
DB11542	Robenidine	NA	NA	NA	NA	NA	NA
DB11543	Romifidine	NA	NA	NA	NA	NA	NA
DB11544	Salinomycin	NA	NA	NA	NA	NA	NA
DB11545	Semduramicin	NA	NA	NA	NA	NA	NA
DB11547	Sulfabromomethazine	NA	NA	NA	NA	NA	NA
DB11549	Tiletamine	NA	NA	NA	NA	NA	NA
DB11551	Trenbolone	NA	NA	NA	NA	NA	NA
DB11552	Tricaine	NA	NA	NA	NA	NA	NA
DB11554	Tylvalosin	NA	NA	NA	NA	NA	NA
DB11555	Zolazepam	NA	NA	NA	NA	NA	NA
DB11556	Detomidine	NA	NA	NA	NA	NA	NA
DB11558	Toluene	NA	NA	NA	NA	NA	NA
DB11560	Lesinurad	M04AB05	musculo-skeletal system;antigout preparations;antigout preparations;preparations increasing uric acid excretion	musculo-skeletal system	antigout preparations	antigout preparations	preparations increasing uric acid excretion
DB11561	Aminacrine	D08AA02	dermatologicals;antiseptics and disinfectants;antiseptics and disinfectants;acridine derivatives	dermatologicals	antiseptics and disinfectants	antiseptics and disinfectants	acridine derivatives
DB11562	Bicuculline	NA	NA	NA	NA	NA	NA
DB11563	Sebelipase alfa	A16AB14	alimentary tract and metabolism;other alimentary tract and metabolism products;other alimentary tract and metabolism products;enzymes	alimentary tract and metabolism	other alimentary tract and metabolism products	other alimentary tract and metabolism products	enzymes
DB11564	Insulin argine	NA	NA	NA	NA	NA	NA
DB11567	Insulin peglispro	NA	NA	NA	NA	NA	NA
DB11568	Insulin tregopil	NA	NA	NA	NA	NA	NA
DB11569	Ixekizumab	L04AC13	antineoplastic and immunomodulating agents;immunosuppressants;immunosuppressants;interleukin inhibitors	antineoplastic and immunomodulating agents	immunosuppressants	immunosuppressants	interleukin inhibitors
DB11570	Padimate O	NA	NA	NA	NA	NA	NA
DB11571	Human thrombin	NA	NA	NA	NA	NA	NA
DB11572	Thrombin alfa	NA	NA	NA	NA	NA	NA
DB11573	Aluminum chlorohydrate	D09AA08	dermatologicals;medicated dressings;medicated dressings;medicated dressings with antiinfectives	dermatologicals	medicated dressings	medicated dressings	medicated dressings with antiinfectives
DB11573	Aluminum chlorohydrate	M05BX02	musculo-skeletal system;drugs for treatment of bone diseases;drugs affecting bone structure and mineralization;other drugs affecting bone structure and mineralization	musculo-skeletal system	drugs for treatment of bone diseases	drugs affecting bone structure and mineralization	other drugs affecting bone structure and mineralization
DB11574	Elbasvir	J05AP54	antiinfectives for systemic use;antivirals for systemic use;direct acting antivirals;antivirals for treatment of hcv infections	antiinfectives for systemic use	antivirals for systemic use	direct acting antivirals	antivirals for treatment of hcv infections
DB11574	Elbasvir	J05AP10	antiinfectives for systemic use;antivirals for systemic use;direct acting antivirals;antivirals for treatment of hcv infections	antiinfectives for systemic use	antivirals for systemic use	direct acting antivirals	antivirals for treatment of hcv infections
DB11575	Grazoprevir	J05AP11	antiinfectives for systemic use;antivirals for systemic use;direct acting antivirals;antivirals for treatment of hcv infections	antiinfectives for systemic use	antivirals for systemic use	direct acting antivirals	antivirals for treatment of hcv infections
DB11575	Grazoprevir	J05AP54	antiinfectives for systemic use;antivirals for systemic use;direct acting antivirals;antivirals for treatment of hcv infections	antiinfectives for systemic use	antivirals for systemic use	direct acting antivirals	antivirals for treatment of hcv infections
DB11576	Ferric oxide	V08CB03	various;contrast media;magnetic resonance imaging contrast media;superparamagnetic contrast media	various	contrast media	magnetic resonance imaging contrast media	superparamagnetic contrast media
DB11577	Indigotindisulfonic acid	V04CH02	various;diagnostic agents;other diagnostic agents;tests for renal function and ureteral injuries	various	diagnostic agents	other diagnostic agents	tests for renal function and ureteral injuries
DB11578	Hard fat	NA	NA	NA	NA	NA	NA
DB11579	Light Mineral Oil	NA	NA	NA	NA	NA	NA
DB11580	Ravulizumab	L04AA43	antineoplastic and immunomodulating agents;immunosuppressants;immunosuppressants;selective immunosuppressants	antineoplastic and immunomodulating agents	immunosuppressants	immunosuppressants	selective immunosuppressants
DB11581	Venetoclax	L01XX52	antineoplastic and immunomodulating agents;antineoplastic agents;other antineoplastic agents;other antineoplastic agents	antineoplastic and immunomodulating agents	antineoplastic agents	other antineoplastic agents	other antineoplastic agents
DB11582	Thiocolchicoside	M03BX05	musculo-skeletal system;muscle relaxants;muscle relaxants, centrally acting agents;other centrally acting agents	musculo-skeletal system	muscle relaxants	muscle relaxants, centrally acting agents	other centrally acting agents
DB11582	Thiocolchicoside	M03BX55	musculo-skeletal system;muscle relaxants;muscle relaxants, centrally acting agents;other centrally acting agents	musculo-skeletal system	muscle relaxants	muscle relaxants, centrally acting agents	other centrally acting agents
DB11583	Cetalkonium	NA	NA	NA	NA	NA	NA
DB11584	Pipradrol	N06BX15	nervous system;psychoanaleptics;psychostimulants, agents used for adhd and nootropics;other psychostimulants and nootropics	nervous system	psychoanaleptics	psychostimulants, agents used for adhd and nootropics	other psychostimulants and nootropics
DB11585	Drometrizole trisiloxane	NA	NA	NA	NA	NA	NA
DB11586	Asunaprevir	J05AP06	antiinfectives for systemic use;antivirals for systemic use;direct acting antivirals;antivirals for treatment of hcv infections	antiinfectives for systemic use	antivirals for systemic use	direct acting antivirals	antivirals for treatment of hcv infections
DB11586	Asunaprevir	J05AP58	antiinfectives for systemic use;antivirals for systemic use;direct acting antivirals;antivirals for treatment of hcv infections	antiinfectives for systemic use	antivirals for systemic use	direct acting antivirals	antivirals for treatment of hcv infections
DB11587	Etafedrine	NA	NA	NA	NA	NA	NA
DB11588	Carbon monoxide	V04CX08	various;diagnostic agents;other diagnostic agents;other diagnostic agents	various	diagnostic agents	other diagnostic agents	other diagnostic agents
DB11589	Neon	NA	NA	NA	NA	NA	NA
DB11590	Thimerosal	D08AK06	dermatologicals;antiseptics and disinfectants;antiseptics and disinfectants;mercurial products	dermatologicals	antiseptics and disinfectants	antiseptics and disinfectants	mercurial products
DB11591	Bilastine	R06AX29	respiratory system;antihistamines for systemic use;antihistamines for systemic use;other antihistamines for systemic use	respiratory system	antihistamines for systemic use	antihistamines for systemic use	other antihistamines for systemic use
DB11592	Nitrocefin	NA	NA	NA	NA	NA	NA
DB11593	Isatoic anhydride	NA	NA	NA	NA	NA	NA
DB11594	Domiphen	A01AB06	alimentary tract and metabolism;stomatological preparations;stomatological preparations;antiinfectives and antiseptics for local oral treatment	alimentary tract and metabolism	stomatological preparations	stomatological preparations	antiinfectives and antiseptics for local oral treatment
DB11595	Atezolizumab	L01XC32	antineoplastic and immunomodulating agents;antineoplastic agents;other antineoplastic agents;monoclonal antibodies	antineoplastic and immunomodulating agents	antineoplastic agents	other antineoplastic agents	monoclonal antibodies
DB11596	Levoleucovorin	V03AF10	various;all other therapeutic products;all other therapeutic products;detoxifying agents for antineoplastic treatment	various	all other therapeutic products	all other therapeutic products	detoxifying agents for antineoplastic treatment
DB11596	Levoleucovorin	V03AF04	various;all other therapeutic products;all other therapeutic products;detoxifying agents for antineoplastic treatment	various	all other therapeutic products	all other therapeutic products	detoxifying agents for antineoplastic treatment
DB11597	Human Rho(D) immune globulin	NA	NA	NA	NA	NA	NA
DB11598	Antithrombin III human	B01AB02	blood and blood forming organs;antithrombotic agents;antithrombotic agents;heparin group	blood and blood forming organs	antithrombotic agents	antithrombotic agents	heparin group
DB11599	Starch, corn	NA	NA	NA	NA	NA	NA
DB11600	Beeswax	NA	NA	NA	NA	NA	NA
DB11601	Tuberculin purified protein derivative	NA	NA	NA	NA	NA	NA
DB11602	Hydroxyethyl cellulose	NA	NA	NA	NA	NA	NA
DB11603	Human rabies virus immune globulin	NA	NA	NA	NA	NA	NA
DB11604	Tetanus Immune Globulin	J06BB02	antiinfectives for systemic use;immune sera and immunoglobulins;immunoglobulins;specific immunoglobulins	antiinfectives for systemic use	immune sera and immunoglobulins	immunoglobulins	specific immunoglobulins
DB11605	Myrrh	NA	NA	NA	NA	NA	NA
DB11606	Susoctocog alfa	B02BD14	blood and blood forming organs;antihemorrhagics;vitamin k and other hemostatics;blood coagulation factors	blood and blood forming organs	antihemorrhagics	vitamin k and other hemostatics	blood coagulation factors
DB11607	Efmoroctocog alfa	NA	NA	NA	NA	NA	NA
DB11608	Eftrenonacog alfa	NA	NA	NA	NA	NA	NA
DB11609	Normethadone	R05DA06	respiratory system;cough and cold preparations;cough suppressants, excl. combinations with expectorants;opium alkaloids and derivatives	respiratory system	cough and cold preparations	cough suppressants, excl. combinations with expectorants	opium alkaloids and derivatives
DB11610	Oxilofrine	NA	NA	NA	NA	NA	NA
DB11611	Lifitegrast	S01XA25	sensory organs;ophthalmologicals;other ophthalmologicals;other ophthalmologicals	sensory organs	ophthalmologicals	other ophthalmologicals	other ophthalmologicals
DB11613	Velpatasvir	J05AP55	antiinfectives for systemic use;antivirals for systemic use;direct acting antivirals;antivirals for treatment of hcv infections	antiinfectives for systemic use	antivirals for systemic use	direct acting antivirals	antivirals for treatment of hcv infections
DB11613	Velpatasvir	J05AP56	antiinfectives for systemic use;antivirals for systemic use;direct acting antivirals;antivirals for treatment of hcv infections	antiinfectives for systemic use	antivirals for systemic use	direct acting antivirals	antivirals for treatment of hcv infections
DB11614	Rupatadine	R06AX28	respiratory system;antihistamines for systemic use;antihistamines for systemic use;other antihistamines for systemic use	respiratory system	antihistamines for systemic use	antihistamines for systemic use	other antihistamines for systemic use
DB11616	Pirarubicin	L01DB08	antineoplastic and immunomodulating agents;antineoplastic agents;cytotoxic antibiotics and related substances;anthracyclines and related substances	antineoplastic and immunomodulating agents	antineoplastic agents	cytotoxic antibiotics and related substances	anthracyclines and related substances
DB11617	Aclarubicin	L01DB04	antineoplastic and immunomodulating agents;antineoplastic agents;cytotoxic antibiotics and related substances;anthracyclines and related substances	antineoplastic and immunomodulating agents	antineoplastic agents	cytotoxic antibiotics and related substances	anthracyclines and related substances
DB11618	Zorubicin	L01DB05	antineoplastic and immunomodulating agents;antineoplastic agents;cytotoxic antibiotics and related substances;anthracyclines and related substances	antineoplastic and immunomodulating agents	antineoplastic agents	cytotoxic antibiotics and related substances	anthracyclines and related substances
DB11619	Gestrinone	G03XA02	genito urinary system and sex hormones;sex hormones and modulators of the genital system;other sex hormones and modulators of the genital system;antigonadotropins and similar agents	genito urinary system and sex hormones	sex hormones and modulators of the genital system	other sex hormones and modulators of the genital system	antigonadotropins and similar agents
DB11620	Neridronic Acid	NA	NA	NA	NA	NA	NA
DB11621	Human Varicella-Zoster Immune Globulin	NA	NA	NA	NA	NA	NA
DB11622	Dehydrocholic acid	NA	NA	NA	NA	NA	NA
DB11623	Candoxatrilat	NA	NA	NA	NA	NA	NA
DB11624	Epoetin delta	NA	NA	NA	NA	NA	NA
DB11625	Perflenapent	V08DA03	various;contrast media;ultrasound contrast media;ultrasound contrast media	various	contrast media	ultrasound contrast media	ultrasound contrast media
DB11626	Tasonermin	L03AX11	antineoplastic and immunomodulating agents;immunostimulants;immunostimulants;other immunostimulants	antineoplastic and immunomodulating agents	immunostimulants	immunostimulants	other immunostimulants
DB11627	Hepatitis B Vaccine (Recombinant)	NA	NA	NA	NA	NA	NA
DB11628	Depreotide	NA	NA	NA	NA	NA	NA
DB11629	Laropiprant	NA	NA	NA	NA	NA	NA
DB11630	Temoporfin	L01XD05	antineoplastic and immunomodulating agents;antineoplastic agents;other antineoplastic agents;sensitizers used in photodynamic/radiation therapy	antineoplastic and immunomodulating agents	antineoplastic agents	other antineoplastic agents	sensitizers used in photodynamic/radiation therapy
DB11631	Eptotermin Alfa	M05BC02	musculo-skeletal system;drugs for treatment of bone diseases;drugs affecting bone structure and mineralization;bone morphogenetic proteins	musculo-skeletal system	drugs for treatment of bone diseases	drugs affecting bone structure and mineralization	bone morphogenetic proteins
DB11632	Opicapone	N04BX04	nervous system;anti-parkinson drugs;dopaminergic agents;other dopaminergic agents	nervous system	anti-parkinson drugs	dopaminergic agents	other dopaminergic agents
DB11633	Isavuconazole	J02AC05	antiinfectives for systemic use;antimycotics for systemic use;antimycotics for systemic use;triazole derivatives	antiinfectives for systemic use	antimycotics for systemic use	antimycotics for systemic use	triazole derivatives
DB11634	Colestilan chloride	V03AE06	various;all other therapeutic products;all other therapeutic products;drugs for treatment of hyperkalemia and hyperphosphatemia	various	all other therapeutic products	all other therapeutic products	drugs for treatment of hyperkalemia and hyperphosphatemia
DB11635	Tocofersolan	A11HA08	alimentary tract and metabolism;vitamins;other plain vitamin preparations;other plain vitamin preparations	alimentary tract and metabolism	vitamins	other plain vitamin preparations	other plain vitamin preparations
DB11636	Nomegestrol	G03AA14	genito urinary system and sex hormones;sex hormones and modulators of the genital system;hormonal contraceptives for systemic use;progestogens and estrogens, fixed combinations	genito urinary system and sex hormones	sex hormones and modulators of the genital system	hormonal contraceptives for systemic use	progestogens and estrogens, fixed combinations
DB11636	Nomegestrol	G03FB12	genito urinary system and sex hormones;sex hormones and modulators of the genital system;progestogens and estrogens in combination;progestogens and estrogens, sequential preparations	genito urinary system and sex hormones	sex hormones and modulators of the genital system	progestogens and estrogens in combination	progestogens and estrogens, sequential preparations
DB11636	Nomegestrol	G03DB04	genito urinary system and sex hormones;sex hormones and modulators of the genital system;progestogens;pregnadien derivatives	genito urinary system and sex hormones	sex hormones and modulators of the genital system	progestogens	pregnadien derivatives
DB11637	Delamanid	J04AK06	antiinfectives for systemic use;antimycobacterials;drugs for treatment of tuberculosis;other drugs for treatment of tuberculosis	antiinfectives for systemic use	antimycobacterials	drugs for treatment of tuberculosis	other drugs for treatment of tuberculosis
DB11638	Artenimol	P01BF05	antiparasitic products, insecticides and repellents;antiprotozoals;antimalarials;artemisinin and derivatives, combinations	antiparasitic products, insecticides and repellents	antiprotozoals	antimalarials	artemisinin and derivatives, combinations
DB11638	Artenimol	P01BE05	antiparasitic products, insecticides and repellents;antiprotozoals;antimalarials;artemisinin and derivatives, plain	antiparasitic products, insecticides and repellents	antiprotozoals	antimalarials	artemisinin and derivatives, plain
DB11639	Dibotermin alfa	M05BC01	musculo-skeletal system;drugs for treatment of bone diseases;drugs affecting bone structure and mineralization;bone morphogenetic proteins	musculo-skeletal system	drugs for treatment of bone diseases	drugs affecting bone structure and mineralization	bone morphogenetic proteins
DB11640	Amifampridine	N07XX05	nervous system;other nervous system drugs;other nervous system drugs;other nervous system drugs	nervous system	other nervous system drugs	other nervous system drugs	other nervous system drugs
DB11641	Vinflunine	L01CA05	antineoplastic and immunomodulating agents;antineoplastic agents;plant alkaloids and other natural products;vinca alkaloids and analogues	antineoplastic and immunomodulating agents	antineoplastic agents	plant alkaloids and other natural products	vinca alkaloids and analogues
DB11642	Pitolisant	N07XX11	nervous system;other nervous system drugs;other nervous system drugs;other nervous system drugs	nervous system	other nervous system drugs	other nervous system drugs	other nervous system drugs
DB11643	Recombinant Cholera Toxin B Subunit	NA	NA	NA	NA	NA	NA
DB11644	Tafamidis	N07XX08	nervous system;other nervous system drugs;other nervous system drugs;other nervous system drugs	nervous system	other nervous system drugs	other nervous system drugs	other nervous system drugs
DB11645	PF-4191834	NA	NA	NA	NA	NA	NA
DB11646	Conatumumab	NA	NA	NA	NA	NA	NA
DB11647	Incyclinide	NA	NA	NA	NA	NA	NA
DB11648	Afuresertib	NA	NA	NA	NA	NA	NA
DB11649	Lersivirine	NA	NA	NA	NA	NA	NA
DB11650	HT-0712	NA	NA	NA	NA	NA	NA
DB11651	Dactolisib	NA	NA	NA	NA	NA	NA
DB11652	Tucatinib	NA	NA	NA	NA	NA	NA
DB11653	Bremelanotide	NA	NA	NA	NA	NA	NA
DB11654	T-2000	NA	NA	NA	NA	NA	NA
DB11655	Evacetrapib	NA	NA	NA	NA	NA	NA
DB11656	Rebamipide	A02BX14	alimentary tract and metabolism;drugs for acid related disorders;drugs for peptic ulcer and gastro-oesophageal reflux disease (gord);other drugs for peptic ulcer and gastro-oesophageal reflux disease (gord)	alimentary tract and metabolism	drugs for acid related disorders	drugs for peptic ulcer and gastro-oesophageal reflux disease (gord)	other drugs for peptic ulcer and gastro-oesophageal reflux disease (gord)
DB11657	Tabalumab	NA	NA	NA	NA	NA	NA
DB11658	QAV-680	NA	NA	NA	NA	NA	NA
DB11659	Indium	NA	NA	NA	NA	NA	NA
DB11660	Latanoprostene bunod	S01EE06	sensory organs;ophthalmologicals;antiglaucoma preparations and miotics;prostaglandin analogues	sensory organs	ophthalmologicals	antiglaucoma preparations and miotics	prostaglandin analogues
DB11661	Eptacog alfa pegol (activated)	NA	NA	NA	NA	NA	NA
DB11662	Rabusertib	NA	NA	NA	NA	NA	NA
DB11663	Pictilisib	NA	NA	NA	NA	NA	NA
DB11664	Psilocybin	NA	NA	NA	NA	NA	NA
DB11665	BMS-690514	NA	NA	NA	NA	NA	NA
DB11666	Buparlisib	NA	NA	NA	NA	NA	NA
DB11667	2'-cyano-2'-deoxy-1-(beta-D-arabinofuranosyl)cytosine	NA	NA	NA	NA	NA	NA
DB11668	Rusalatide acetate	NA	NA	NA	NA	NA	NA
DB11669	Ortataxel	NA	NA	NA	NA	NA	NA
DB11670	SP-8203	NA	NA	NA	NA	NA	NA
DB11671	AZD-4877	NA	NA	NA	NA	NA	NA
DB11672	Curcumin	NA	NA	NA	NA	NA	NA
DB11673	Pyridoxamine	NA	NA	NA	NA	NA	NA
DB11674	Equol	NA	NA	NA	NA	NA	NA
DB11675	Mosapride	A03FA09	alimentary tract and metabolism;drugs for functional gastrointestinal disorders;propulsives;propulsives	alimentary tract and metabolism	drugs for functional gastrointestinal disorders	propulsives	propulsives
DB11676	Galidesivir	NA	NA	NA	NA	NA	NA
DB11677	Triheptanoin	NA	NA	NA	NA	NA	NA
DB11678	Treosulfan	L01AB02	antineoplastic and immunomodulating agents;antineoplastic agents;alkylating agents;alkyl sulfonates	antineoplastic and immunomodulating agents	antineoplastic agents	alkylating agents	alkyl sulfonates
DB11679	Fruquintinib	NA	NA	NA	NA	NA	NA
DB11680	Ficlatuzumab	NA	NA	NA	NA	NA	NA
DB11681	Tofimilast	NA	NA	NA	NA	NA	NA
DB11682	Daprodustat	NA	NA	NA	NA	NA	NA
DB11683	PF-06282999	NA	NA	NA	NA	NA	NA
DB11684	APR-246	NA	NA	NA	NA	NA	NA
DB11685	Figitumumab	NA	NA	NA	NA	NA	NA
DB11686	Iferanserin	NA	NA	NA	NA	NA	NA
DB11687	E-6201	NA	NA	NA	NA	NA	NA
DB11688	2-chloroethyl-3-sarcosinamide-1-nitrosourea	NA	NA	NA	NA	NA	NA
DB11689	Selumetinib	NA	NA	NA	NA	NA	NA
DB11690	Vonapanitase	NA	NA	NA	NA	NA	NA
